Localisation	Id. source	Segment source	Segment cible	Id. cible
2.2.6	l3pvEGb	a lasciuiis retrahantur . <b> Decet ergo omnes ciues solicitari erga filios , </b> ut ab ipsa infantia instruentur ad bonos mores .	e por bueons castigos sean tirados delas loçanias . <b> Et pues que assi es | conuieneque todos los çibdadanos ayan grand cuydado de sus fijos </b> assi que luego en su moçedat	deFb7x3, x3931ZO
2.2.7	fBcyliK	in regno maius periculum imminere . <b> Licet deceret omnes homines cognoscere literas ; </b> ut per eas prudentiores effecti ,	Et quanto dela maliçia dellos vernie mayor periglo a todo el regno <b> omo quier que conuenga a todos los omes de saber letras </b> por que por ellas puedan ser mas sabios	kLDYfAz
2.2.7	cFnTaeU	quae est ex scientia acquirenda . <b> Decet enim volentes literas discere , </b> literales sermones scire distincte proferre .	que omne aprende ¶ <b> Lo primero paresce assi . | Ca conuiene que los que quieren aprinder sçiençia de letris </b> que aprendan pronunçiar departidamente las palabras delas letras ¶	jllTnUc, ycclQac
2.2.7	xi9fpDM	insudare literalibus disciplinis , <b> quanto decet eos intelligentiores et prudentiores esse , </b> ut possint naturaliter dominari .	e en las sçiençias liberales <b> quanto mas les conuiene de ser mas entendudos | e mas sabios que los otros </b> por que puedan	wizULj1, vqoHnsC
2.2.8	jTLuUY3	et per debitas rationes manifestemus propositum . <b> Oportuit ergo inuenire aliquam scientiam docentem modum , </b> quo formanda sunt argumenta , et rationes .	i anifestamos nr̃a uoluntad e nr̃a entençion . <b> Et por ende conuiene de fallar algua sçiençia | que nos mostrasse </b> en qual manera son de enformar los argumentos e las razones .	c6mZHgD, zzpl5ZH
2.2.8	nQq31gC	inquantum deseruiunt morali negocio . <b> Decet igitur eos scire grammaticam , </b> ut intelligant idioma literale :	en quanto siruen ala ph̃ia moral . <b> Et pues que assi es conuiene les a ellos de saber la guamatica </b> por que entiendan el lenguage delas letras	tjsNHKW
2.2.9	cVfLjvF	quam doctor : <b> decet igitur ipsum esse inuentiuum . </b> Secundo decet ipsum esse intelligentem et perspicacem .	este tal mas es rezador que doctor ¶ <b> Et pues que assi es conuiene al maestro | que non tan solamente sea fallador delas cosas </b> mas que sea entendido e sotil . Ca assi commo ninguon non puede abastar	kj9RJmi, mxgOK3H
2.2.9	dYb5A9V	decet igitur ipsum esse inuentiuum . <b> Secundo decet ipsum esse intelligentem et perspicacem . </b> Nam sicut nullus bene et perfecte	que non tan solamente sea fallador delas cosas <b> mas que sea entendido e sotil . Ca assi commo ninguon non puede abastar </b> asi en la uida bien	pt74kV2
2.2.9	pWfIXVg	et intelligens aliorum dicta . <b> Tertio oportet ipsum esse iudicatiuum : </b> nam perfectio scientiae potissime	e que entienda los dichͣs de los otros . <b> ¶ Lo terçero conuiene que sea iudgador </b> e que aya razon para iudgar .	gqIuJru
2.2.9	gLUcjo5	quomodo obliquata essent . <b> Decet igitur aliorum directorem memorem esse praeteritorum . </b> Secundo decet	Et pues que assi es conuiene <b> que el que ha degniar los otros | que sea acordado delas cosas passadas </b> ¶	nzbwZ8B, w2bSQ0m
2.2.9	fGqSdK3	Quantum vero ad prudentiam agibilium , <b> decet ipsum esse memorem , </b> prouidum , cautum , et circumspectum .	que son de fazer <b> conuiene le que el doctor sea menbrado e prouado e sabio e acatado . </b> Mas quanto ala uida deue ser honesto e bueno .	hfPwQ8L
2.2.17	o4nYEZF	Sufficiat autem ad praesens scire , <b> quod decet patres sic solicitari erga regimen filiorum , </b> ut habeant sic bene dispositum corpus ,	mas quanto alo presente abonda de saber <b> que conuiene alos padres ser assi | acuçiossos çerca el gouernamiento delos fijos </b> por que ayan el cuerpo bien ordenado	tdU8LLp, u4uONO1
2.2.17	gGtCQus	tres breues rationes , <b> quare decet filios esse subiectos , </b> et obedire senioribus , et patribus .	razono breues <b> por que conuiene alos fijos de ser lubiectos </b> e obedientes a lus padres e alos vieios .	gMMhNHi
2.2.20	lzLEeAM	circa qualia opera solicitari debent : <b> oportet in talibus differenter loqui </b> secundum diuersitatem personarum .	Mas si alguno demandare <b> de que se deuen trabaiar las mugers conuiene de fablar en tales cosas departidamente </b> segunt el departimiento delas perssonas	hCmUJJo
2.2.20	d7jJBxM	infra declarandum esse , <b> circa quae opera deceat foeminas esse intentas . </b> Ostenso ,	casamien toca y dixiemos que adelante serie de declarar cerca quales obras conuenia <b> que las mugers fuesen acuçiosas . </b> ostrado que non conuiene alas moças de andar uagarosas a quande e allende	vUHIDOw
2.2.21	b0UimF5	Ostenso , <b> quod non decet puellas esse vagabundas , </b> nec decet eas viuere otiose :	que las mugers fuesen acuçiosas . <b> ostrado que non conuiene alas moças de andar uagarosas a quande e allende </b> nin les conuiene de beuir ociosas	oHNT480
2.2.21	d2UBRj0	restat ut nunc tertio ostendamus , <b> quod decet eas taciturnas esse , </b> quod triplici via venari possumus .	finca que agora lo terçero mostremos <b> que deuen ser callantias | e non parleras </b> la qual cosa podemos mostrar	bCRl3t1, fU3lPkO
2.2.21	vhyjSv6	cautos proferre sermones , <b> decet eas non esse loquaces : </b> sed oportet ipsas esse debite taciturnitas ,	tomadesto <b> que las mugrͣ̃s non sean prestas avaraias e apeleas </b> ca commo las muger se mayormente las mocas	aJwDWZR
2.3.2	cj3iyCm	et mensuram ex illis : <b> oportet organa domus ordinata esse , </b> et organa inferiora ,	Et resçiben dellas manera de seruiçio e mesura . <b> Conuiene avn que los estrumentos dela casa sean ordenados </b> e que los instrumentos mas baxos	wo2RyQy
2.3.3	vIlorje	nam secundum Philosophum 4 Ethicorum capitulo de Magnificentia , <b> maxime gloriosos et nobiles decet esse magnificos : </b> Reges ergo et Principes ,	en el quarto libro delas ethicas <b> enł capitulo dela magnifiçençia | que much mas conuiene alos Reyes </b> e alos prinçipes	tuLnPnA, jf0C3XD
2.3.3	uMCDCS5	In domibus ergo Regum et Principum <b> oportet multos abundare ministros , </b> ut ergo non solum personas Regis et Principis ,	e de los prinçipes conuiene <b> que ayan muchos ofiçiales | e much ssiruient s̃ Et pues que assi es </b> por que non solamente la persona del Rey o del prinçipe mas avn	jPhDRc5, k572gct
2.3.3	rQOPwT0	in aedificiis constructis , <b> oportet ipsa esse magnifica . </b> Viso , qualia debent esse aedificia ,	que ellos fazen a <b> conuiene | que ellos sean muy grandes e muy costosas </b> ¶ Visto quales deuen ser las moradas	vdFlqyG, fhLmEur
2.3.9	jyhZIWw	Ut ergo sciamus quomodo huiusmodi commutationes <b> oportuit introduci , </b> sciendum quod si non esset	Et pues que assi es por que sepamos en qual manera conuiene <b> que estas tales muda connes fuessen puestas en la </b> tiecra deuedes saber	brPESv9
2.3.9	qaHEX9s	quibus non abundant frigidae et econuerso . <b> Propter quod non solum oportet communicare </b> et conuersari	Et por el cotrario en alguas abonda friura <b> que non abonda ca lentura </b> Por la qual cosa non solamente conuiene alos omes morar e conuerssar los vnos con los otros	zL09v70
2.3.9	gEzUOnP	commode ad partes longinquas portari non possunt . <b> Oportuit ergo inuenire aliquid </b> quod esset portabile ,	non las poderemos leuar conueniblemente a luengas tierras . <b> Et pues que assi es conuiene de fablar alguna cosa </b> que se podiesse leuar	gtIdPfl
2.3.9	bn4w0JC	et rerum ad numismata , <b> oportuit inuenire commutationem numismatum ad numismata . </b> Patet ergo quot sunt commutationes ,	e delas cosas alos <b> diueros otra mudaçiones | que es de monedas alas monedas . </b> Et pues que assi es paresçe	q8Uadhw, uqobmhM
2.3.13	mOGa8tE	ut si plures voces efficiunt aliquam harmoniam , <b> oportet ibi dare aliquam vocem praedominantem , </b> secundum quam tota harmonia diiudicatur .	Assi commo si muchas uozes fiziess en alguna armonia o concordança de canto . <b> Conuerna de dar y alguna bos | que enssennoreasse sobre las otras </b> segunt la qual serie iudgada toda aquella concordança delas uozes delas otras avn en essa misma manera	bF1RYzS, bibSzx0
2.3.15	qsogAE9	quos virtus et amor boni inclinat ad seruiendum , <b> decet principantes se habere quasi ad filios , </b> et decet eos regere non regimine seruili ,	e el amor de bien los inclina asuir . <b> Conuiene que los prinçipes se ayan çerca ellos | assi commo cerca de fijos . </b> Et conuiene les alos prinçipes delos gouernar non	fwI7EcP, p1eHEmV
2.3.16	iXretFL	si debet esse ordinata , <b> oportet reduci in unum aliquem , </b> a quo ordinetur .	En essa misma manera cada vna muchedunbre si bien ordenada es <b> conuiene que sea aduchͣa vn ordenador </b> de quien ella sea ordenada .	pRbXJZT
2.3.18	h2DO9gY	sed quia volunt retinere mores curiae et nobilium , <b> quos decet datiuos esse ; </b> propter quod tales curiales dici debent .	e de los no nobles omes alos <b> que les conuienne de ser dadores </b> e cobidadores	iz2TfFX
2.3.18	gXe7bRa	de leui patet <b> quod decet ministros Regum et Principum curiales esse . </b> Nam si decet Reges et Principes	Visto que cosa es la curialidat et la cortesia de ligero puede paresçer <b> que los seruientes de los Reyes | e delos prinçipes deuen ser curiales </b> e cortesesca	dOAbDwX, y6z7e0V
2.3.18	uu6pwwX	habere mores nobiles et curiales , ministros , <b> quos in bonis decet suos dominos imitari , </b> oportet curiales esse .	e de ser curiales e nobles <b> assi conuiene alos seruientes dellos | los que quieren semeiar a sus sennors </b> de ser buenos e mesurados e corteses .	uwBgtaK, sQipS1t
3.1.1	sZtNO6u	gratia alicuius boni , <b> oportet ciuitatem ipsam constitutam esse propter aliquod bonum . </b> Probat autem Philosophus primo Polit’ duplici via ,	commo toda comunidat sea por graçia de algun bien . <b> Conuiene que la çibdat sea establesçida por algun bien | Ca pruena el pho </b> enl primero libro delas politicas	h08Bgsd, bGpaZ6K
3.1.4	hArfwcl	ut natura non deficiat in necessariis , <b> oportet quid naturale esse </b> quicquid secundum se deseruit	conuiene <b> que sea cosa natural todo aquello </b> que sirue a conplimiento de uida	oVHJo4D
3.1.4	yYASBGQ	quam communitates illae , <b> oportet eam esse secundum naturam . </b> Secunda uia ad inuestigandum hoc idem ,	que estas dos comuidades <b> por ende conuiene | que la çibdat lea comuidat natraal ¶ </b> La segunda razon para prouar	fJWq2QA, qgZMuOO
3.1.6	llKIioC	in inueniendo artem aliquam , <b> sed oportet ad hoc iuuari </b> per auxilium praecedentium	niguno non abasta assi mismo en fallar algunan arte <b> mas conuiene que sea ayuda de </b> por ayuda de los que passaronante	eQ3tDzq
3.1.8	qdlDvBb	Quia ergo diuersis indigemus ad vitam , <b> oportet in ciuitate diuersitatem esse . </b> Tertia via declarans	por que nos auemos me estermuchͣs cosas departidas para abastamiento dela uida <b> conuiene que enla çibdat sea algun departimiento . </b> La tercera razon que declara e manifiesta las razones	nJCFWOV
3.1.8	vjegENs	nisi sit ibi diuersitas officiorum . <b> Decet ergo hoc Reges , et Principes cognoscere , </b> quod nunquam quis bene nouit regere ciuitatem ,	e de los ofiçiales . <b> Et pues que assi es conuiene alos Reyes | e alos prinçipes de sabesto </b> por que munca ninguno sopo bien gouernar çibdat	nm25vUq, qHnrg98
3.1.11	zcm7oUh	ex parte ipsorum communicantium in haereditate communi , <b> eo quod oporteat eos valde ad inuicem conuersari , </b> ostenditur ut plurimum homines habere lites et iurgia	los que han la heredat en comun paresçe <b> por que han de beuir en vno </b> que por la mayor parte han contiendas e uaraias por la qual cosa dize el philosofo	q5B1OM6
3.1.11	vih1uTN	et indignamur erga illos , <b> quia oportet nos habere </b> ad illos multa colloquia ,	e nos enssannamos contra ellos muchͣs uezes <b> por que nos conuiene de fablar muchͣs uezes con ellos </b> e de beuir conellos	nw0esk2
3.1.14	qiHIhSf	et onerosius et quasi omnino importabile esset sustentare sic quinque milia : <b> oporteret enim ciuitatem illam habere possessiones quasi ad votum , </b> ut posset ex communibus sumptibus	ca conuerne <b> que aquella çibdat ouiesse tantas possessiones | quantas quisiesse a ssu uoluntad </b> por que pudiesse de las rentas comunes abondar atanta muchedunbre	i6Sklxj, h7u9eIw
3.1.17	tD6V3bI	possumus triplici via venari , <b> quod non oportet possessiones aequatas esse , </b> ut Phaleas statuebat .	por tres razones podemos prouar <b> que non conuiene | que las possessiones sean egualadas </b> en aquella manera	zKgRlAc, wveyxB0
3.1.17	rR57MpH	sumitur ex parte virtutum <b> quas decet habere ciues : </b> decet enim ipsos	non es conuenible se toma de parte delas uirtudes <b> que deuen auer los çibdadanos </b> por que conuiene	pVXeR8W
3.2.5	eDedAFt	per haereditatem transferatur ad posteros , <b> oportet eam transferre in filios , </b> quia secundum lineam consanguinitatis filii parentibus maxime sunt coniuncti :	por hedamiento conuiene alos pueblos <b> que tomne alos fijos </b> ca segunt el linage del patente	gDA9kAN
3.2.5	yiYiODP	quia ( ut ait Philosophus in Politiis ) <b> decet iuniores senioribus obedire . </b> Immo quia patres plus communiter primogenitos diligunt ;	conuiene <b> que los mas mançebos obedescan alos mas uieios e avn </b> por que los padres comunalmente	zzrdA6q
3.2.6	oQ7aXA1	cum calefit et rarefit , <b> oportet raritatem et calorem perfectius reperiri </b> in igne iam generato	por que la materia estonçe es puesta e tornada en fuego <b> quando es muy escalentada | e muy enraleçida conuiene que la raledat e la calentura mas acabadamente sea fallada en el fuego </b> despues que fuere engendrado e ençendido .	boUPy2i, dcfnpFj
3.2.6	plsGbBO	in ipsa monarchia perfectius reperiri . <b> Decet enim ipsum regem volentem recte regere </b> ( quantum ad praesens spectat )	que ante ca conuiene <b> que el Rey | que quiere bien gouernar su regno </b> quanto parte nesçe alo presente	sMsxhVF, lS5Nr7p
3.2.10	gMJ9uIN	quibus indigent , <b> ut non vacet eis aliquid machinari contra ipsos , nec oporteat ipsos habere aliquam custodiam propter illos . </b> Verus autem Rex	en que han de de beuir de cada dia <b> por que no les uague de fazer ayuntamiento contra ellos | nin los tiranos non ayan menester ninguna guarda </b> por temor dellos .	pQLikfN, j0y1yBa
3.2.15	eQW1q13	et epiikis idest super iustus : <b> decet enim talem esse quasi semideum , </b> ut sicut alios dignitate et potentia excellit ,	ca conuiene <b> que el tal que sea | assi commo dios </b> assi que commo lieua auna taia de los otros en dignidat e en poderio	wVaQoDi, jDG6cNQ
3.2.15	pRptUlY	et saluant . <b> Decet ergo Regem frequenter meditari et habere memoriam praeteritorum </b> quae contigerunt in regno ,	e qual cosa lo salua . <b> Et pues que assi es conuiene al Rey de penssar mucha menudo | e muchͣs uezes delas cosas que passaron . </b> Et conuiene le de auer memoria de los fecho passados	flUP5nC, pMT2cnQ
3.2.16	wgiQAfL	utrum ciues inter se pacem debeant habere , <b> et utrum regnum oporteat esse in bono statu : </b> sed haec accipit tanquam certa et nota ,	si los çibdadanos deuen auer entre ssi paz . <b> Et si conuiene | que el regno se en buen estado . </b> mas esto sopone	tJ8ficu, cjUgv51
3.2.17	n7HHRff	quam unus solus : <b> decet ad huiusmodi negocia alios aduocare , </b> ut per eorum consilium possit	por la quel cosa commo muchs mas cosas ayan prouadas <b> que vno solo conuiene de llamar otros </b> para los negoçios . por que por el conseio dellos pueda ser escogida la meior carrera	hWDYufe
3.2.17	j1xjr6U	operamur autem prompte : <b> et quod oportet consiliari tarde , </b> sed facere consiliata velociter .	mas obramos en poco tienpo <b> e luego e que conuiene de touiar conseio prolongadamente </b> mas conuiene de fazerl cosas conseiadas mucho ayna .	sB5rZpf
3.2.18	fKVTU9a	Sed ad hoc quod aliquis sit bene creditiuus , <b> non oportet ipsum esse existenter talem , </b> sed sufficit quod videatur	mas para que alguno sea bien de creer <b> non conuiene | que el sea tal fechmas cunple </b> que parezca tal cael o en iudga las cosas que paresçen de fuera por las cosas que vee	gLyY8Fq, p9GRQnY
3.2.19	ig2HhBx	et prouentus regni , <b> quos oportet peruenire ad regem , </b> qui et quanti sunt :	Et conuiene que sepan las rentas del regno <b> las que han de venir al Rey quales e quantas son </b> por que si alguͣ cosa es superflua	cgY3s3r
3.2.22	cA73mb1	Possumus autem quatuor enumerare , <b> quae oportet habere iudices , </b> ut vera iudicia proferant ,	demos contar quatro cosas <b> que conuiene de auer alos iuezes </b> para que den uerdaderos iuisios	i66homL
3.2.22	eg0dlc3	ab alia vero recedit per odium , <b> oportet ipsum iudicare inique : </b> quia tunc iudicium non procedit	por abortençia o por mal querençia . <b> conuiene que el uiez judgue mal e desigual mente . </b> Ca entonçe el uuzio non salle de zelo de iustiçia	wYMg2eF
3.2.23	hR5xvvR	quibus congruit ampliori bonitate pollere . <b> Decet itaque eos esse clementes et benignos , </b> non quia iustitiam deserant ,	por mayor bondat . <b> Et pues que assi es conuiene a ellos de ser piadosos e benignos non </b> por que dexen la iustiçiaca sin ella la paz del regno	hSApSa7
3.2.26	mV1QXuG	et hoc sequi volumus , <b> oportet hoc agere . </b> Tales ergo debent esse leges ,	e esto queremos alcançar <b> conuiene que fagamos estas cosas . </b> Et pues que assi estales deuen ser las leyes	zqyMtp0
3.2.26	ggSjwPp	et bonum priuatum ordinetur ad ipsum , <b> oportet tales leges fieri </b> non quales requirit bonum priuatum ,	porque el bien propra o es ordenado al bien comun . <b> Conuiene que las leyes tales sean non </b> quales demanda el bien propre	tTug1Ri
3.2.27	f6uEPI8	ad hoc quod lex habeat vim obligandi , <b> oportet eam promulgatam esse . </b> Sed cum alia sit lex naturalis ,	Poque la ley aya uirtud e fuerça de obligar <b> conuiene que sea publicada e pregonada . </b> Mas commo otra sea la ley natural e otra la positiua en vna manera se deue publicar la vna	yf1yY3D
3.2.29	f3hzcDL	quae sit applicabilis humanis actibus . <b> Oportet igitur aliquando legem plicare ad partem unam , </b> et agere mitius cum delinquente ,	e allegar alas obras delos omes . <b> Et por ende conuiene quela ley que se ençorue </b> e se allegue algunas vezes ala vna parte e que obre mas manssamente con el que peca	nMhvHFb
3.2.29	zuFrwjG	quam lex dictat : <b> aliquando etiam oportet eam plicare ad partem oppositam , </b> et rigidius punire peccantem ,	quela ley demanda o que la ley nidga . <b> Et algunas vezes conuiene que la regla se encorue | ala parte contraria </b> e que mas reziamente de pena	gsJaneF, hPsbrr7
3.2.30	zqVFO75	attingere punctalem formam viuendi , <b> ideo oportet aliqua peccata dissimulare </b> et non punire lege humana ,	comunalmente non puede alcançar forma de beuir en punto . <b> Por ende conuiene que | dessemeie alguons pecados </b> e que les de passada	eEDBgTH, ePUIV5x
3.2.32	ypCZRO7	in ciuitate et regno , <b> oportet esse talem , </b> quod viuat bene et virtuose .	que es en el regno e enla çibdat . <b> conuiene que sea atal que biuna bien e uirtuosamente . </b> Et por ende assi conmo dize el philosofo en el terçero libro delas politicas	knyPKsU
3.2.33	aIRIvd7	ex personis mediis . <b> Decet ergo Reges et Principes adhibere cautelas , </b> ut in regno suo abundent multae personae mediae ;	establesçidas de perssonas medianeras . <b> Et pues que assi es conuiene | que los reyes e los prinçipes ayan cautelas e sabidurias . </b> por que en el su regno sean muchͣs perssonas medianeras	fp7qvUI, c6DBRFQ
3.2.36	my8Yl4W	quiescant male agere : <b> oportuit ergo aliquos inducere ad bonum , </b> et retrahere a malo timore poenae .	Por la qual cosa conuiene <b> que alguon s | enduxiessemosa bien </b> e arredrassemos del mal	zIjHOOk, wAFl9TO
3.3.1	m2rRlDf	per quam quis scit regere domum et familiam , <b> oportet esse aliam a prudentia , </b> qua quis nouit seipsum regere .	por la qual cada vno sabe gouernar la casa e la conpaña . <b> Conuiene que sea otra e departida de la sabiduria </b> por la qual cada vno sabe gouernar a ssi mismo .	gJrlSPq
3.3.1	ypSzamK	et gubernare ciues . <b> Omnes autem tres prudentias decet habere Regem , </b> videlicet particularem , oeconomicam et regnatiuam .	e en quanto ha de poner leyes e gouernar los çibdadanos . <b> Et todas estas tres sabidurias | conuiene que aya el Rey . </b> Conuiene a saber .	g3OgkxM, clUXhcZ
3.3.1	uYBliRZ	Hanc autem prudentiam videlicet militarem , <b> maxime decet habere Regem . </b> Nam licet executio bellorum , et remouere impedimenta ipsius communis boni ,	Et esta sabiduria de caualleria <b> mas pertenesçe al rey que a otro ninguno . | Ca commo quier que pertenezca a los caualleros </b> la essecuçion de las batallas	xsSUjAa, q2ibRME
3.3.3	t1vxkBJ	esse videtur armorum industria . <b> Nam siue equitem siue peditem oportet esse bellantem , </b> quasi fortuito videtur	nin ligera arte auer sabiduria de las armas . <b> Ca si quier sea cauallero si quier peon el que ha de lidiar paresçe </b> que por uentura alcaça uictoria	oQVIu4A
3.3.4	lykou0a	infra patebit . <b> Octauo decet bellatores verecundari , </b> et erubescere turpem fugam .	e otras cosas que se ayuntan a estas adelante paresçra Lo . viij° <b> que pertenesçe a los lidiadores | es de auer uerguença </b> e de guardar se	m3SPBHU, lKuIDQ9
3.3.5	nklpGr5	quid sit de quaesito tenendum , <b> oportet aduertere , </b> quod secundum diuersitatem pugnarum	Et pues que assi es para saber la uerdat <b> que auemos de tener </b> desta question de tener mientes	mV7HgiY
3.3.8	e8OnXIP	oporteat exercitum constringi et constipari . <b> Quarto si oporteat in loco illo exercitum moram contrahere , </b> et adsit possibilitas est eligenda	nin avn sea tomado tan pequeno espaçio por que la hueste este a mayor estrechura que deue . <b> Lo quarto si conueniere que aquella hueste aya de fazer | en aquel logar alguna tardança </b> e fuere cosa que se puede fazer	lBYg5o9, avmecul
3.3.9	aghKG3b	erga necessitates corporis . <b> Nam existentes in exercitu oportet multa incommoda tolerare : </b> quare si sint ibi aliqui molles ,	penssada la sufrençia en las neçessidades del cuerpo . <b> ca los que estan en las huestes | conuiene que sufran muchos males . </b> por la qual cosa si fueren y algunos muelles e mugerilles	ifojMEt, kZNMe1Y
3.3.10	bIFkGjY	non sufficiunt ad dirigendum bellantes , <b> sed oportet dare euidentia signa ; </b> ut quilibet solo intuitu sciat	para guiar los lidiadores . <b> Mas conuiene de dar otras seña les manifiestas . por que cada vno viendo aquellas señales </b> se sepa tener ordenadamente en su az	ceEIw8O
3.3.13	gOs6Utx	In percutiendo autem caesim , <b> quia oportet fieri magnum brachiorum motum prius quam infligatur plaga , </b> aduersarius ex longinquo potest prouidere vulnus ,	Mas en feriendo cortando . <b> por que conuiene de fazer grand mouimiento de los braços | ante que se de el colpe el enemigo </b> o el contrario de	kaNfmzT, pzLO2yB
3.3.14	isTyZPw	difficilius se defendere poterunt : <b> quia oportet eos sparsim incedere . Quare sicut locus ineptus defensioni , </b> si in eo hostes inueniantur ,	e con mayor trabaio . <b> Ca conuieneles que anden esparzidos . | Por la qual cosa </b> assi commo el logar malo	qP89K37, ihh6fY1
