Localisation	Id. source	Segment source	Segment cible	Id. cible1.2.12	lIX9Hnv	Empero por que el coraçon del noble ome sienprees cobdiçioso de oyr nueuas razones .	Tamen quia est animus hominis generosus , | et semper auidus nouas rationes audire :	e9QAy22, lgApZ0L
1.2.21	hdUPicU	Mas assi commo alli dize el philosofo tales son los nobles e los głiosos .	et gloriosos .	jxtDl6F
1.2.21	jFaT8zr	por la quel cosa en quanto el Rey es mas noble	Quare quanto est nobilior aliis ,	cA5g3hy
1.3.5	lnB7iIq	e aquellos que non son nobles	si non sunt magnanimi ,	sN8PguY
1.3.6	mje8kd0	que no nobre	si Rex sit inoperatiuus ,	fvlzxP2
1.3.10	jpFuI4p	quantomas deuen auer las obras mas altas e mas nobles .	quanto habere debent operationes maxime excellentes .	tXpxIlI
1.4.1	jebdJeo	Ca por la mayor parte otras costunbres han los nobles	Nam ut plurimum alios mores habent nobiles ,	qmX2Ko2
1.4.1	iah3Q8v	que non los que non son nobles .	quam ignobiles :	hwA2HCn
1.4.1	uWYBQIF	Mas alos Reyes e alos nobles non les conuiene ser uergonnosos	qua infliguntur poenae , dicet miseratiuos esse . Esse autem verecundos	xO4GBmM
1.4.5	qsBXQCn	e de lapña esboar delos nobles omes ¶	ipsorum nobilium	qySqRtu
1.4.5	hlLXQYk	Pues que assi es lo primero nobles son de grand coraçon	Quarto sunt politici et affabiles . Sunt enim nobiles magnanimi .	fbULLpb
1.4.5	ooT8ka1	Ca por esso algunos son dichos nobles	Ex hoc enim aliqui dicuntur esse nobiles ,	riXbddn
1.4.5	qRn2opF	si antigua miente desçendieron de aquel linage muchos granados omes et muchos nobles .	si ab antiquo ex illo genere processerunt multi praesides ,	oYUgFCl
1.4.5	lOF1qIu	enla qual antigua miente fueron muchos prinçipes e muchos nobles .	in qua etiam ab antiquo fuere multi principantes , | et multi insignes ,	mUhjqKh, fbJdKCc
1.4.5	rYWtNpk	que son nobles e dignis de honrra .	et honore digni ;	n9TeJpJ
1.4.5	yty2Reu	Et por ende por que los nobles de antiguo tienpo fueron prinçipes	quia ergo nobiles ex antiquo fuerunt praesides , et in suo genere fuerunt multi insignes et diuites ,	t1ym2Bu
1.4.5	hQhukYT	e en su linage fueres mucho nobles e ricos leunatase el coraçon de los nobles	quia ergo nobiles ex antiquo fuerunt praesides , et in suo genere fuerunt multi insignes et diuites ,	t1ym2Bu
1.4.5	nYpTSXX	Et por ende los nobles teniendo mientes	Nobiles ergo aduertentes	uDdrExW
1.4.5	vyXhNd3	que en el su linage fueron muchos nobles	quod in eorum genere fuerunt multi insignes ,	gjVVxfp
1.4.5	fLswRDy	¶Lo segundo son los nobles non solamente magnanimos e de grand coraçon .	et contingit eos esse magnanimos . Secundo nobiles non solum sunt magnanimi	i8Rmh4I
1.4.5	k3Pfgdk	sienpre los fijos son mas nobles que los padres .	etiam si adsit facultas sunt magnifici et facientes magna . Nam caeteris paribus semper filii sunt nobiliores parentibus .	vHCu4Bs
1.4.5	o5Ahmvy	commo la nobleza sienpre incline el coraçon de los nobles	quare cum nobilitas semper inclinet animum nobilium ut faciant magna ,	fgr1Zuj
1.4.5	fuBI5jL	siguese que los nobles han de ser magnificos	sequitur nobiles esse magnificos ,	rJdxAJb
1.4.5	n8ZRZr4	por que en alguna manera son mas nobles que elos .	quia quodammodo sunt nobiliores illis . Ideo nobiles non solum sunt magnifici ,	erzEhcq
1.4.5	x7ztAwt	que conuiene de ser los nobles magranimos	quod magnanimos et magnificos decet esse nobiles et gloriosos . Vult enim ibidem ,	a78mqHh
1.4.5	pyXX9R3	que los nobles	quod nobiles ex sua nobilitate incitantur ,	hY4Bnz9
1.4.5	eOok4E5	lo terçero los nobles son ensseñados e sabidores	ut sint magnanimi , et magnifici . Tertio nobiles sunt dociles	g14jSVx
1.4.5	ldEt6Rm	Ca por que los nobles son cados con grand acuçia	Cum enim nobiles cum magna diligentia nutriantur ,	rZwPHXz
1.4.5	ubTpad5	contesçe alos nobles	2 de Anima :	iZ8xO5O
1.4.5	nfJ1IYg	Ca los nobles	et societate aliorum . Nobiles enim	cJ8pjhm
1.4.5	gp8CVeA	Ca commo los nobles non sean reprehendidos destos lisongos	Cum enim nobiles non reprehenduntur ,	pQ1TuqQ
1.4.5	aWf0T6c	Et por ende much̃mas los nobles son enssennados e engennosos	et sequantur voluptatem , non rationem . Maxime ergo nobiles fiunt dociles	dastF5s
1.4.5	hRLNkjG	¶La quatta condicion de los nobles es que son corteses e amigables .	quid agendum . Quarto nobiles contingit esse politicos , et affabiles .	wkLPBvP
1.4.5	hyqsL5Z	Ca porque en la mayor parte en las cortes delos nobles es acostunbrado de auer grandes	Nam quia ut plurimum in curiis nobilium consueuit esse magna societas ,	naOTEyM
1.4.5	aAqzVcv	Assi los nobles por el contrario	sic nobiles econtrario vita sociali viuentes ,	wlJXUuu
1.4.5	oKDmXIj	las quales dize que pertenesçena los nobles ¶	quos dicit competere ipsius nobilibus . Primus est ,	ucYhS4O
1.4.5	yh17Q0h	Et por ende los nobles	et qui sunt honorabiles , volunt esse honorabiliores . Nobiles ergo ,	tkHnV3Z
1.4.5	n47584O	Ca en la mayor parte los nobles	ut plurimum enim nobiles ,	a2jNijC
1.4.5	j0HY39a	conuiene les aellos de segnir las bueans costunbres de los nobles	decet eos sequi bonos mores nobilium ,	ekXsuzq
1.4.7	lGWw9Dv	que algunos son nobles	Contingit enim aliquos esse nobiles ,	kL6ZOSf
1.4.7	kRhT6vf	los quales non son nobles	qui non sunt nobiles ,	jCSrX2L
1.4.7	glEkign	entre ser noble e ser rico	Differunt ergo esse nobilem , et esse diuitem . Differt etiam esse nobilem ,	vC9ebCq
1.4.7	xPbTFmL	e ahun disferençia ay entre ler noble e rico	et esse diuitem ,	lo0pgTG
1.4.7	pcFLE0j	por la qual cosa commo nos veamos muchos ser nobles	quare cum multos nobiles videamus esse impotentes ,	vqnEcKl
1.4.7	e0DsDpt	por ende non es vna cosa ser noble	non est idem esse nobilem ,	aHd5oo5
1.4.7	udkq5Qd	que non es noble	quod nec est nobilis , nec est in aliquo potentatu ,	cpaPyID
1.4.7	esf0aAH	Ca el rico si non fuere noble	si non sit nobilis , et non processerit ex quodam genere antiquo	dUGpxdw
1.4.7	poCvgCL	que es noble	quod tamen est nobilis ,	lTzfaEv
1.4.7	pRoZYu9	porque el rico e el noble de antiguedat en todas las cosas se sabe meior auer	sed ne sit intemperatus ,	gHB5Sed
1.4.7	yO5BXTT	conuiene le que sea noble	ut sit nobilis ,	rExkpAk
1.4.7	rgyx504	e los poderosos e los nobles e los ricos han tales costunbres	nobiles et diuites , tales mores habent ,	yjak1lW
1.4.7	eTzESUp	mas por que en la mayor parte tales son las costunbres de los ricos e de los nobles	et quod necesse sit eos tales esse : sed ut plurimum diuitum , nobilium ,	ugnYSy8
2.1.1	hTDWynu	assi conmoaianl mas noble	Sed natura homini , tanquam excellentiori animalium ,	nKMuNfA
2.1.6	fngHROQ	e non es noble	ignobilis ,	pOyyuTs
2.1.12	s2N8jGp	que sea noble por linage	quae sit nobilis genere ,	iGO3XPa
2.1.12	mrqNSx8	e por la qual gane muchos nobles amigos e poderosos	et per quam acquirant multos amicos nobiles | et potentes :	eZdbbq4, iyQgKJo
2.1.12	pF7XXWy	e conueniblemente el noble deua ser aconpannado ala noble los Reyes	Reges et Principes ,	vXINMob
2.1.12	jCaaAPF	que son nobles por linage	quos constat esse nobiles genere ,	rJslYBc
2.1.12	cXdo8gV	que sean de noble linage¶	debent	hrZt2C6
2.1.12	pKtoOSZ	e de los nobles es de demandar nobleza de linage .	et nobilium quaerenda est nobilitas generis ,	cup8Ed8
2.1.12	mM7CLnJ	que ellas sean nobles de linage	quod sint nobiles genere ,	i3Ro3DM
2.1.12	y11dGdP	e alos prinçipes de tomar mugieres nobles	et Principes decet accipere nobiles coniuges ,	f54OabF
2.1.12	pmFqe2c	assi commo si el muy noble se casare con la que non es noble	Ut si nobilis nubat ignobili ,	i1Q9iVk
2.1.13	vG12WTV	Et en qual manera son nobles por linage .	ut quomodo sint nobiles genere ,	ljY8wOE
2.1.16	a1cXmxg	e muy nobles e acabados en el alma e enel entendimiento .	et industres mente .	hba7lGZ
2.1.20	xvPYfDK	nobles se ensiaqueçen	et visus , et alia membra nobilia debilitantur	oUY5wr3
2.1.20	llhWxCg	mienbros nobles el alma es enbargada con el bso dela razon e del entendimiento	et aliis membris nobilibus impeditur anima a rationis usu ,	btDhX3g
2.2.6	jDHZYxu	N quanto el alma es mas noble que el cuerpo	Quanto anima est nobilior corpore ,	x8F6sAz
2.2.7	omVyT0t	Mas los nobles	Nobiles autem ,	nyFSQ9b
2.2.7	jAazKFi	Et pues que assi es conuiene a todos los nobles	Decet ergo omnes nobiles ,	ucBKCh5
2.2.8	m2lrkNy	e delos nobles se ponian a aprender las .	et nobilium ponebantur ad illas .	gZ24noR
2.2.8	kePU1X2	por que los fijos de los liberales e delos nobles eran enssennados en ella ¶	quia filii liberorum et nobilium instruebantur in illa .	sfhuMqz
2.2.8	zCouFIt	Et esta es neçessaria alos fijos de los nobles e de los libres	Haec autem necessaria est filiis liberorum et nobilium ,	fKd0TBv
2.2.8	vKCiBU7	e ma yormente alos fijnos de los nobles	8 Polit’ conuenit ipsis iuuenibus , et maxime filiis liberorum , et nobilium propter rationes multas .	fkXNARs
2.2.8	vHwaIdo	Et mayormente esto conuiene alos fijos delos rreys e de los nobles	et innocuae . Maxime autem hoc decens est filiis liberorum et nobilium ,	fIaOOzq
2.2.8	ukbE8yg	que conuienea los fijos de los nobles	quod filios nobilium decet addiscere musicam .	a06AbwQ
2.2.8	rGHzlpL	por auentura los fijos de los nobles eran puestos	ad quam forte filii liberorum ideo tradebantur ,	mEI0RPR
2.2.8	rc6JTzi	Et aesta eran puestos por auentura los fijos delos nobles	Ad hanc autem filii nobilium , | ideo forte tradebantur ,	dknCwrP, two1R4B
2.2.8	bNoZijp	por auentura trabaiaun a los fijos de los nobles	circa quam forte antiquitus filii nobilium ideo insudabant ,	eULYyRH
2.2.8	yhAUBNf	e delos nobles quarian ser sabios en el arte dela astrologia .	et nobilium volebant in astronomicis esse instructi . Sic ergo antiqui de liberalibus senserunt ,	xXDtXOK
2.2.8	zQASGcw	Enpero muchͣ sotras sçiençias son mas nobles		
2.2.8	hPTrlNf	assi commo son los angeles es mucho mas noble	tractat de Deo et de substantiis separatis , longe nobilior est ,	beB77Em
2.2.8	xHBJ7uu	e sin conparaçion mas noble	longe et incomparabiliter nobilior	xHpgJke
2.2.8	nLJc5ly	e de los nobles	et necessariae filiis liberorum et nobilium . Immo	kVwKQbH
2.2.8	exHBgAB	mas assi commo paresçra en signiendo esta materia los fijos de los nobles	( ut in prosequendo patebit ) | filii nobilium ,	b90nJkw, ciEr2yz
2.2.8	oVsV8wH	cerça quales sçiençias deuen trabaiar los fijos de los nobles	circa quas scientias filii nobilium ,	zOCMNZR
2.2.9	sPbwCtD	Mas quanto parte nesçe alo presente el ma estro de los moços nobles	Quantum ad praesens spectat , | Magister puerorum nobilium ,	jjxD9GA, ihxOq31
2.2.9	bVTSzhb	Ca puesto que los fijas delos nobles	Nam et dato quod filii nobilium ,	zuMBJXy
2.2.9	ujqy6DX	que cobdiçian saber los fijos de los nobles mas ligeramente e mas claramente	quae scire cupiunt , facilius , clarius , et rectius intelligent a sciente ,	kIPC9xP
2.2.9	ijgyn11	nobles deue ser	tamen ad praesens quatuor	rL8xYmK
2.2.18	mwzVknr	tan bien alos çibdadanos commo alos nobles	tam Regibus et Principibus ,	uMr835z
2.2.19	sdhp1pf	e mucho mas alos nobles	et multo magis nobiles ,	pkep8kV
2.3.3	ifjAP0r	e alos prinçipes de ser głiosos et nobles e magnificos .	et nobiles decet esse magnificos : | Reges ergo et Principes ,	vyQc7nC, tDbhY7T
2.3.3	jdFoJGY	que anings de los otros nobles	qui debent esse nobiles	pOgTDQ0
2.3.3	iloUKDT	ca ellos conuiene de ser nobles prinçipalmente e magnificos en todas sus cosas .	et praeclari ,	iR3lLXN
2.3.3	gCKmxc4	ca si los otros nobles	potissime decet esse magnificos .	gEp3ZWk
2.3.3	zoxoTbm	e alos prinçipes de fazer moradas costosas e nobles	ne in contemptum habeantur a populo , | facere aedificia magnifica ,	lC0lTJa, vP3hruD
2.3.11	mETxGQo	del qual nobre el philosofo la rephede en el primero libro delas politicas	ex quo nomine arguit Philosophus 1 Polit’ eam contra naturam esse .	j0na9A0
2.3.15	vtVbYQz	que mucho son nasçidos de noble linage	quia contingit	c8y2Oyx
2.3.18	udntGje	ca nunca serie dicho vno mas noble que otro	nam nunquam diceretur unus nobilior alio ,	nNURRnN
2.3.18	p2ojnso	que son nobles seg̃t reputaçion del pueblo	secundum reputationem populi	slt9U1N
2.3.18	rIWdRou	por que vemos enla mayor parte que los nobles de linage son de meiors costunbres	huiusmodi vulgaris opinio alicui probabilitati innititur . Videmus enim ut plurimum quod nobiles genere sunt nobiliorum morum quam alii :	rGZq7kf
2.3.18	gcFBDyL	e por ende los nobles	nobiles ergo homines ,	yjLTf3T
2.3.18	a5Ex5ZL	por que los nobles omes	Quia ergo nobiles homines	wkJO1Bj
2.3.18	plXFpnm	aquellos tales son dichos ser nobles	qui sunt ex nobilibus natalibus orti dicuntur esse nobiles	m42PEFK
2.3.18	cnhhhd7	por que alguons nobles de linage de su naian se	Quidam enim nobiles genere degenerant a naturae nobilitate ,	cb7KFEv
2.3.18	mCgcL7b	Et por ende cosa conueinble es que los nobles por linage sean nobles por costunbres	decens est nobiles genere esse nobiles | secundum mores .	n3nQtAR, uHnpA0e
2.3.18	x42g9ax	si non casa de grandes e de nobles	nisi domus nobilium | et magnorum :	wX6fcxP, lpkPLUU
2.3.18	yZz6Ocb	e por que conuiene que los nobles e los guaades sean nobles en costunbres	et quia decet nobiles | et magnos esse nobiles	cykJrr7, xEOfT8F
2.3.18	m0HoRfk	los que han nobles costunbres	ut dicantur esse curiales habentes mores nobiles :	ssG7NKe
2.3.18	xuXy1Zi	e de los nobles es dicho curial	et nobilium , curialis esse dicetur . Sunt enim multi facientes opera virtutum	uT7GNyH
2.3.18	vw1tYCs	e de los no nobles omes	sed quia volunt retinere mores curiae et nobilium ,	pXGoj0Q
2.3.18	tQ0hoGK	por que en las cortes e en las casas de los nobles	quia in curiis | et in domibus nobilium ,	jVpqphp, ukEuyyg
2.3.18	ipok5Kl	e de ser curiales e nobles		
2.3.19	ncmsQnG	ca los deuen auer nobles e curiales e corteses	quia debent habere nobiles | et curiales .	wzsDNSV, vWXzVWc
2.3.20	qeyAOKm	nin generalmente de todos los nobles	et uniuersaliter omnium nobilium | et	hzjQbU6, lZttupP
3.1.10	rxKojgT	e delos fijos siguese abiltamiento de los nobles omes	Secundum malum sic ostenditur . Nam supposita communitate uxorum et filiorum sequeretur vilificatio nobilium ,	onIg54T
3.1.10	eCL70xC	por la qual cosa los fijos de los nobles seria abatidos	et personarum vilium . Quare filii nobilium deprimuntur ,	nYkTzf9
3.1.10	zzDnjCL	Et pues que assi es commo sean muchos buenos e nobles en la çibdat sobre los uiles e sobre los que non son nobles	Cum ergo boni et nobiles sint supra viles et ignobiles ,	ljAzwXP
3.1.10	qtMwhE0	assi commo quando los que non son nobles siruen alos nobles	ut quando ignobiles seruient nobilibus ,	tLdJHmJ
3.1.10	mkUVkfX	e los nobles les dan a ellos sum̃çed	et nobiles eis retribuunt mercedem	p22zIUP
3.1.10	fnJUtoq	e sea auido ygual cuydado delos fijos de los nobles	et aequalem curam geri de filiis nobilium et ignobilium , est vilificare nobiles ,	yKrwbiM
3.1.10	yHXggsF	e de los fijos de aquellos que non son nobles .	et aequalem curam geri de filiis nobilium et ignobilium , est vilificare nobiles ,	yKrwbiM
3.1.10	c1uoyXu	esto es vilificar los nobles	et exaltare ignobiles ,	lVOmVYn
3.1.11	uyco15p	e los defendedores dela çibdat sean mas nobles que los labradores	Cum ergo custodes ciuitatis nobiliores sint agricolis , tanquam meliores et nobiliores estimarent se plus esse accepturos	ed5cJKe
3.1.11	bWc771M	e mas nobles cuydaria		
3.1.15	gaB4bcI	por los batalladores entendia nobles omes	Forte per bellatores intendebat nobiles ,	iNTYJ4R
3.1.15	asOOWJE	assi commo los nobles	ut nobiles :	sCIG524
3.1.15	fPVFbRF	que estos nobles de una prinçipalmente defender la tierra entre los otros	hi videlicet nobiles potissime debent defendere patriam ,	vKv4LmH
3.1.15	zc4MxSB	si a lo de menos non ouiesse en ella minłłomes nobles los quales llamaua	quos per quandam excellentiam vocabat bellatores .	ky8lMFx
3.2.5	bIqUL7P	por que el mas lo es mas noble en razon que la fenbra	quia masculus est foemina ratione praestantior ,	qg84Fkm
3.2.6	s790Slk	que los nobles e los poderosos toman mayor uerguença de obrar cosas torpes e feas	Nam quia probabile est nobiles et potentes ,	zOyfm70
3.2.9	la9Ae6h	e de amar los nobles	et diligere nobiles ,	apnxvV4
3.2.9	nxS5F3Y	si las mugers de los nobles	Quare si uxores nobilium	vqwMbAR
3.2.10	bcI5yba	si non commo podra matar los grandes e los nobles .	nisi quomodo possit excellentes perimere .	eNvl4mS
3.2.10	fzZDVhu	e los nobles	non solum excellentes alios ,	dvNwydt
3.2.10	mbnbysX	los que son en su regno non mata los grandes e los nobles	qui sunt in regno , excellentes , | et nobiles ,	bYAaPRP, mqD8RBJ
3.2.10	qI5u0Nq	e el pueblo con los nobles	et peruertere . Volunt enim tyranni turbare amicos cum amicis , populum cum insignibus ,	u9biH8G
3.2.10	qB57wyB	e los nobles con si mismos .	insignes cum seipsis . Vident autem quod quandiu ciues discordant a ciuibus ,	xAUoG54
3.2.11	kRvH3AZ	Et pues que assi es contra estas quatto cosas procuran los tyranos de matar los nobles e los grandes	Contra haec ergo quatuor procurant tyranni perimere excellentes ,	uH0Z5l3
3.2.12	btcd3S1	tan bien de los nobles		
3.2.12	dc1f074	para abaxar los nobles e los altos	sed satagit opprimere nobiles ,	xWTpTQI
3.2.12	cGJvJNg	e de matar los nobles e los rricos	et perimere diuites | et insignes .	iQHuml3, zbtGyVa
3.2.13	ixDR1vk	e menespretiable si honrrare los nobles los otros	si honorat insignes ,	iETmD7W
3.2.15	wt6J9sN	es escusar las discordias e las contiendas delos nobles	est cauere seditiones | et contentiones nobilium ;	kAioz5a, vwCrm27
3.2.15	gnZB0xC	e las tales contiendas de los nobles	ut per eas sedari possint contentiones nobilium . Nam baronibus dissentientibus fiunt seditiones in regno ,	cmCxMjX
3.2.15	mEYpwuG	ca desacordados e departidos los nobles fazense discordias e departimientos en el regno	ut per eas sedari possint contentiones nobilium . Nam baronibus dissentientibus fiunt seditiones in regno ,	cmCxMjX
3.2.17	xUWVCTq	pues que assi es muy bien es de escodrinnar con grant acuçia todo negoçio alto e noble	Bene ergo se habet diligenter quodlibet negocium discutere arduum ,	p4zV2MY
3.2.32	nEIvQYM	Ca el regno eñade sobre la çibdat muchedunbre de nobles omes	Nam regnum supra ciuitatem videtur addere multitudinem nobilium et ingenuorum . Est enim ciuitas pars regni ;	zwLnFXs
3.2.32	iKevLLw	e son mas nobles e mas altos omes	et sunt plures nobiles et ingenui ,	naEv3vs
3.2.32	oZ9KoEF	en la qual son muchs nobles e de alto linaze	in qua sunt multi nobiles | et ingenui ,	ctumMdB, y8kGRs3
3.2.32	g58pmWO	por ende conuiene que los nobles e los altos	et dignitate ,	cwJS5zz
3.2.32	kcZjdIa	en la qual son muchs nobles e altos	in qua sunt multi nobiles	ej6r7U9
3.2.33	eBRvnSq	Ca si la vna parte dela çibdat fuere muy noble	Nam si una pars ciuitatis sit superingenua ,	nrKogun
3.2.34	gCWBn9H	Ca a todos tan bien alos nobles		
3.2.34	ep8OELA	que non son nobles es meester la obediençia del Rey	omnibus enim tam nobilibus quam ignobilibus necessaria est obedientia regia ,	fiAj3rt
3.2.34	lf2WTFr	commo alos non nobles	tanto magis est hoc expediens nobilibus quam ignobilibus ,	z1KaJ8Z
3.2.35	rfYOAO3	e mas noble	quia est altius et excellentius illis . Secundo vero ,	dc40smA
3.2.35	iK7ncav	Bien assi el Rey es mas noble	per quam dirigimur in operationes nostras . Sic Rex excellentior est omnibus illis ,	jtb7xgX
3.2.35	rdupil4	Et pues que assi es por razon que el Rey es mas alto e mas noble	qui sunt in regno . Ratione ergo quia Rex est excellentior aliis , ei debetur honor ,	oxz2QuB
3.3.5	fIsBeTx	o los de las çibdades e los nobles .	an urbani an nobiles ,	lQWq3db
3.3.5	gLKwZvR	que los nobles	Sunt enim rustici assueti	zYNQvZm
3.3.5	xBuOrwP	e los nobles fuelgan en las coçedras .	quam urbani et nobiles requiescant in fulcris .	fQa0X71
3.3.5	cOS9hO6	que los nobles nin los fijosdalgo .	Nam	iUelAhl
3.3.5	wrqxBtH	que los nobles e los cibdadanos son meiores lidiadores .	est	pkVsFsB
3.3.5	qOkpldl	mas partenezca a los nobles e a los fijosdalgo	inter Troianos , dicet ,	yNbX1zx
3.3.5	v0wcUaR	Porende meiores son los nobles	A me deuictus est Diomedes .	zfK12z0
3.3.5	fE5xxC1	Por la qual cosa commo los nobles omnes sean	Quare cum communiter nobiles homines industriores sint rusticis ,	n6FUlhH
3.3.5	bTRywxQ	mas son de escoger aldeanos que nobles	itaque certamine magis eligendi sunt rurales , quam nobiles :	ldNibGs
3.3.5	pvBhn29	mas son de escoger los nobles .	et tolerantiam laborum . In equestri vero magis eligendi sunt ipsi nobiles :	nem8Yq2
3.3.5	dTdyLqh	que han los nobles	quem patiuntur nobiles in non posse tantos sustinere labores ,	aBbAlEp
3.3.5	bjgktrv	que para que los nobles de toda parte sean fechos estremados lidiadores	Sciendum tamen quod ut nobiles ex omni parte efficiantur strenui bellatores ,	vIde7ZS
3.3.10	eUBlng1	e mas noble	Nam sicut caput est praestantius membris aliis ;	gv9cH5z
